-0.692636	2.22746	-0.178741	0.226313	0.210068	-1.17864	-0.482328	-1.46187	0.446937	-0.357525	
-0.692636	-0.140104	0.9908	-0.907033	0.432741	1.13499	-1.09098	-2.09694	1.02469	0.666736	
0.0912012	0.182745	-0.880466	-1.37926	0.210068	0.556581	-1.09098	-0.826795	0.446937	0.666736	
0.613759	-1.86197	-0.880466	-0.718142	-0.0126041	0.556581	-0.482328	-0.191721	-1.28631	-0.357525	
1.3976	0.290361	1.45862	-0.812588	0.321405	0.556581	1.34363	0.443354	0.446937	1.691	
-0.170078	-0.57057	-0.646558	0.509649	-0.0126041	1.13499	1.34363	-0.191721	1.02469	-0.357525	
0.875038	-0.355337	0.055167	0.604095	0.432741	-0.600235	-0.482328	1.07843	1.02469	-0.357525	
0.613759	-1.10865	-1.11437	-0.151469	0.0987321	0.556581	-0.482328	1.07843	0.446937	-0.357525	
-0.692636	1.25891	-0.178741	-0.34036	0.210068	-1.75705	0.734975	-0.826795	-1.28631	-2.40605	
0.875038	-0.032488	-2.28391	0.887431	0.321405	-0.600235	-1.09098	-0.826795	-0.130811	0.666736	
0.0912012	-0.032488	1.45862	-0.907033	0.432741	1.13499	0.734975	-0.191721	1.02469	-0.357525	
0.613759	-0.678187	-0.412649	0.131867	-0.0126041	1.13499	-1.09098	1.07843	-1.86406	-0.357525	
0.0912012	1.25891	0.055167	-0.34036	-0.0126041	1.13499	-1.09098	-0.191721	-1.28631	0.666736	
-0.692636	-1.00104	0.289075	1.643	-0.0126041	1.13499	0.734975	-0.191721	-0.130811	1.691	
0.35248	-0.032488	0.055167	-0.907033	-0.346613	1.13499	1.34363	-0.191721	0.446937	-0.357525	
0.613759	0.720827	0.289075	0.604095	-0.235277	0.556581	-1.69963	1.07843	1.02469	-0.357525	
-0.692636	1.47414	-1.34828	0.981877	-0.0126041	-1.75705	0.126324	1.07843	1.60243	0.666736	
0.875038	0.397978	0.9908	0.131867	-0.0126041	-0.0218267	-1.09098	-1.46187	-0.708559	-1.38179	
-1.21519	-2.0772	0.522983	-0.245915	-0.12394	0.556581	-1.09098	1.07843	-1.28631	-0.357525	
0.875038	0.290361	0.522983	0.226313	-0.0126041	-1.75705	1.34363	1.07843	-0.130811	0.666736	
-0.953915	-0.140104	0.522983	-0.0570237	-0.346613	-0.600235	1.34363	1.07843	-0.708559	-0.357525	
-1.21519	-1.4315	0.289075	0.226313	0.0987321	-1.17864	-1.09098	1.07843	0.446937	-1.38179	
-0.170078	-2.18482	-0.412649	0.0374218	0.432741	-0.600235	1.34363	0.443354	-0.708559	-0.357525	
0.35248	0.505594	1.45862	-0.529251	0.210068	0.556581	0.126324	0.443354	0.446937	-0.357525	
-1.47647	0.505594	0.055167	0.0374218	0.210068	-1.75705	-1.09098	1.07843	-1.28631	0.666736	
-0.170078	-2.7229	0.289075	0.131867	-0.0126041	-1.75705	0.126324	1.07843	1.02469	0.666736	
0.35248	0.182745	0.756892	-0.34036	-0.0126041	-1.17864	0.126324	-1.46187	-1.86406	0.666736	
0.35248	-1.32389	0.522983	0.604095	0.321405	-0.600235	0.126324	-0.191721	-0.130811	-0.357525	
2.70399	1.25891	1.22471	0.792986	0.210068	1.13499	-0.482328	-0.826795	-0.708559	-0.357525	
